"Record ID","Catalogue Number","Taxon Concept GUID","Scientific Name - original","Vernacular name - original","Scientific Name","Taxon Rank","Vernacular name","Kingdom","Phylum","Class","Order","Family","Genus","Species","Subspecies","Data Resource ID","Data Resource Name","Institution ID","Institution","Collection ID","Collection","Licence","Institution Code","Collection Code","Locality","Latitude - original","Longitude - original","Geodetic datum - original","Latitude","Longitude","Coordinate Precision","Coordinate Uncertainty in Metres","Country - parsed","State - parsed","Local Government Areas 2011","IMCRA 4 Regions","IBRA 7 Regions","Minimum elevation in meters","Maximum elevation in meters","Minimum depth in meters","Maximum depth in meters","Individual count","Collector","Year","Month","Day","Event Date - parsed","Verbatim event date","Basis Of Record - original","Basis Of Record","Occurrence status","Sex","Preparations","Outlier for layer","Taxonomic Quality","Location Quality"
"38dbb8f4-95e5-4607-91c3-ab943e94e5fc","URN:CornellLabOfOrnithology:EBIRD:OBS677595625","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Park Street, Yuendumu AU-NT (-22.2556,131.7967)","-22.255561","131.796682","","-22.255561","131.796682","","","Australia","Northern Territory","Central Desert (S)","","Burt Plain","","","","","1","obsr1172248","2018","11","18","2018-11-18","","","HumanObservation","present","","","","true","true"
"376ab569-09fb-46a0-9734-6710bf0abf38","ABBBS1273763","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","","-29.4","140.0","GDA94","-29.4","140.0","","100.0","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","OPJG02021500","1987","11","","","","","HumanObservation","present","Unknown","","","true","true"
"34865060-b693-4c85-a66b-e8ad89560a7c","B19476","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr341","Australian National Wildlife Collection provider for OZCAM","in6","Commonwealth Scientific and Industrial Research Organisation","co16","Australian National Wildlife Collection","CC-BY","ANWC","Birds","","-27.8","138.7","EPSG:4326","-27.8","138.7","","12000.0","Australia","South Australia","Unincorporated SA","","Channel Country","","","","","","","1976","11","","","","","PreservedSpecimen","present","female","","","true","true"
"2f8faf36-8394-4231-b3e8-c4acd264e108","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Sandon River","","","","-29.75","153.25","","","Australia","New South Wales","Clarence Valley (A)","","NSW North Coast","","","","","","23000","1994","11","12","1994-11-12","","","HumanObservation","present","","","","true","true"
"1eb23e6b-55fa-4663-b540-004019171a01","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Hollands Lake Rd Dareton","","","","-34.083336","142.08333","","","Australia","New South Wales","Wentworth (A)","","Murray Darling Depression","","","","","","22097","1977","11","10","1977-11-10","","","HumanObservation","present","","","","true","true"
"1e65d5e8-d1ac-4cbb-959a-5502d26af650","SPXEI0009109","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-29.625338833","153.316134141","GDA94","-29.625338832","153.316134141","","100.0","Australia","New South Wales","Clarence Valley (A)","","NSW North Coast","","","","","3","CLAG","1994","11","17","1994-11-17","","HumanObservation","HumanObservation","present","","","","true","true"
"1dd3cdff-641f-466a-89f5-c439be0b113d","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr570","Historical Bird Atlas","","","","","CC-BY-NC","","","","-17.55","133.53","","-17.55","133.53","","9000.0","Australia","Northern Territory","Barkly (S)","","Mitchell Grass Downs","","","","","","","1969","11","13","1969-11-13","","","HumanObservation","present","","","","true","true"
"1ac05e2f-f4e8-4be4-b1ec-1e26e848e50a","B19488","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr341","Australian National Wildlife Collection provider for OZCAM","in6","Commonwealth Scientific and Industrial Research Organisation","co16","Australian National Wildlife Collection","CC-BY","ANWC","Birds","","-27.2","138.7","EPSG:4326","-27.2","138.7","","12000.0","Australia","South Australia","Unincorporated SA","","Channel Country","","","","","","","1976","11","","","","","PreservedSpecimen","present","female","","","true","true"
"1697aa04-8af8-4745-8eda-2fdf2970c1c3","SJJT04022408","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-35.272298854","150.51614753","GDA94","-35.27229885","150.51614753","","1000.0","Australia","New South Wales","Shoalhaven (C)","Southeast Shelf Transition","","","","","","1","OJJT03072200","2003","11","13","2003-11-13","","HumanObservation","HumanObservation","present","","","","true","false"
"10fee857-0928-4557-aa13-702258bf2b49","SPXEI0008798","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-29.628046318","153.316142583","GDA94","-29.628046317","153.316142583","","100.0","Australia","New South Wales","Clarence Valley (A)","","NSW North Coast","","","","","4","CLAG","1994","11","14","1994-11-14","","HumanObservation","HumanObservation","present","","","","true","true"
"106cb158-c136-4b03-89c9-c5bdc5c39e95","SPXEI0008968","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-29.624436338","153.316131327","GDA94","-29.624436337","153.316131327","","100.0","Australia","New South Wales","Clarence Valley (A)","","NSW North Coast","","","","","1","CLAG","1994","11","15","1994-11-15","","HumanObservation","HumanObservation","present","","","","true","true"
"0f444a6e-9cf0-4ba7-9192-0e580f004a8b","O16574","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr344","Queensland Museum provider for OZCAM","in15","Queensland Museum","co151","Queensland Museum Birds","CC-BY","QM","Birds","Beaudesert","-27.983333","153","","-27.983333","153.0","","","Australia","Queensland","Scenic Rim (R)","","South Eastern Queensland","","","","","","","1976","11","30","1976-11-30","","Preserved specimen","PreservedSpecimen","present","Female","Spirit","","true","true"
"03b248b9-4fa6-415e-8cfb-2804520bb66a","396058","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-18.86855918","134.50121951","","-18.86855918","134.50121951","","","Australia","Northern Territory","Barkly (S)","","Davenport Murchison Ranges","","","","","","","1965","11","30","1965-11-30","","","HumanObservation","present","","","","true","true"
"02408c71-c097-48b1-8461-2e42a0095a96","1934831","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","Mac Clark Conservation Reserve","-25.12222","135.50138","","-25.12222","135.50138","","100.0","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","3","","2001","11","06","2001-11-06","","","HumanObservation","present","","","","true","true"
"02216504-1854-4bea-8914-4a3cd9d258e2","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr359","BirdLife Australia, Birdata","","","","","CC-BY-NC","","","Astrebla Downs NP","-24.10222","140.67750","AGD84/66","-24.1009","140.67849","","100.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1999","11","12","1999-11-12","","","HumanObservation","present","","","","true","true"
"fde25ebd-71d7-45ca-acc0-9ad5ffe5f3bd","URN:CornellLabOfOrnithology:EBIRD:OBS231352591","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-28.9","140.1","EPSG:4326","-28.9","140.1","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","3","Nat Doecke","2013","10","","","","","HumanObservation","present","","","","true","true"
"fcb7b158-fa3c-4994-b9be-540e25643e18","URN:CornellLabOfOrnithology:EBIRD:OBS231332135","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-28.9","140.1","EPSG:4326","-28.9","140.1","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","9","Richard Hall","2013","10","","","","","HumanObservation","present","","","","true","true"
"f98e7793-c46e-4fc8-a3c8-3360965a0694","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of National Parks, Sport and Racing","","Base camp at head of bore drain, Astrebla Downs National Park","-24.11722736","140.5220372","","-24.11722736","140.5220372","","60.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","2009","10","05","2009-10-05","","","","present","","","","true","true"
"f764d764-eecc-416a-b512-b4f27e272309","3179851.00","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1097","Victorian Biodiversity Atlas","","","","","CC-BY 3.0 (Au)","","","MANOR","-37.9151","144.5846","GDA94","-37.9151","144.5846","","9000.0","Australia","Victoria","Wyndham (C)","","Southern Volcanic Plain","","","","","","RAOU VIC observer code 380","1977","10","01","1977-10-01","","Human Observation","HumanObservation","present","","","","true","true"
"f628f009-a7e2-4c00-82ce-ff24d564f84c","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Southern Marsh Macquarie Marshes","","","","-31.25","147.75","","","Australia","New South Wales","Warren (A)","","Darling Riverine Plains","","","","","","22097","1977","10","03","1977-10-03","","","HumanObservation","present","","","","true","true"
"f1c76036-b88d-4415-a5a8-ccc3692290ba","261769","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-18.76521809","135.71787331","","-18.76521809","135.71787331","","","Australia","Northern Territory","Barkly (S)","","Mitchell Grass Downs","","","","","","","1967","10","02","1967-10-02","","","HumanObservation","present","","","","true","true"
"f13ccea1-21b4-4812-b5f4-b2f28b264f76","ABBBS1622990","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","10","04","1991-10-04","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
"ee332260-fd3b-4c37-985a-4bd6c081fd05","SJJTI0026149","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-36.259046363","149.330846816","GDA94","-36.259046362","149.330846816","","100.0","Australia","New South Wales","Cooma-Monaro (A)","","South Eastern Highlands","","","","","","ANU-035","2002","10","01","2002-10-01","","HumanObservation","HumanObservation","present","","","","true","true"
"ea760be6-f8c7-4864-b4a4-3376f0634571","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Backwards Ck Sth, Astrebla Downs National Park","-24.226159733","140.60528615","","-24.226159733","140.60528615","","999.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1998","10","18","1998-10-18","","","","present","","","","true","true"
"e1a75938-f450-414d-80de-c983516b30d4","162425","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-25.02632728","135.44421001","","-25.02632728","135.44421001","","","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","","2002","10","16","2002-10-16","","","HumanObservation","present","","","","true","true"
"dfb243c7-379a-4f5f-bb65-cf82792fec9d","URN:CornellLabOfOrnithology:EBIRD:OBS544358805","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-29.0","140.7","","-29.0","140.7","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","27","Bellbird Birding Tours","2017","10","","","","","HumanObservation","present","","","","true","true"
"dcb0a8cb-ad10-4dc0-815b-43c694daa648","261761","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-25.3319244","131.01797635","","-25.3319244","131.01797635","","","Australia","Northern Territory","MacDonnell (S)","","Great Sandy Desert","","","","","","","1969","10","20","1969-10-20","","","HumanObservation","present","","","","true","true"
"dc2b8883-f4af-4376-ae19-59f0dbd41513","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Backwards Ck Sth, Astrebla Downs National Park","-24.23282971","140.60870618","","-24.23282971","140.60870618","","999.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1998","10","18","1998-10-18","","","","present","","","","true","true"
"dabbba95-6a81-4714-93e6-98ce3d5b72b8","392306","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-19.24857165","132.5812404","","-19.24857165","132.5812404","","","Australia","Northern Territory","Barkly (S)","","Tanami","","","","","","","1983","10","29","1983-10-29","","","HumanObservation","present","","","","true","true"
"d2bae7bc-ceb0-4a96-8b89-d8e1004ed93a","URN:CornellLabOfOrnithology:EBIRD:OBS229249762","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","","-29.2","140.1","EPSG:4326","-29.2","140.1","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","3","Mike Wood","2010","10","","","","","HumanObservation","present","","","","true","true"
"d1df9f13-9bbc-4fb2-9c79-aa8e5e546020","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","MACQUARIE MARSHES SOUTH","","","","-31.25","147.75","","","Australia","New South Wales","Warren (A)","","Darling Riverine Plains","","","","","","23000","1977","10","03","1977-10-03","","","HumanObservation","present","","","","true","true"
"c6948155-7b62-4cbb-948d-77107cc3f5ee","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","","","Powlathanga Stn nr Charters Towers, 2km from N end of lake","-20.19845899","145.96778918","","-20.19845899","145.96778918","","900.0","Australia","Queensland","Charters Towers (R)","","Desert Uplands","","","","","","","1994","10","","1994-10-01","","","","present","","","","true","true"
"c5100462-1522-4f7a-8500-f899d23e72d4","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Carrathool","","","","-34.416664","145.41667","","","Australia","New South Wales","Carrathool (A)","","Riverina","","","","","","23000","1994","10","24","1994-10-24","","","HumanObservation","present","","","","true","true"
"bb9a39e1-8462-435b-be22-dfd28728ce1e","URN:CornellLabOfOrnithology:EBIRD:OBS261886958","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr2009","eBird Australia","","","","","CC0","","","Old Flinders Hwy, Woodstock to Ross River Dam","-19.54296","146.8357","EPSG:4326","-19.54296","146.8357","","","Australia","Queensland","Townsville (C)","","Brigalow Belt North","","","","","2","John Lowry","1995","10","01","1995-10-01","1995-10-01","HumanObservation","HumanObservation","present","","","","true","true"
"bb5f69b1-614e-42a7-ace1-b88e45978278","162421","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr361","Fauna Atlas N.T.","","","","","CC-BY 3.0 (Au)","","","","-25.1178","135.5139","","-25.1178","135.5139","","","Australia","Northern Territory","MacDonnell (S)","","Simpson Strzelecki Dunefields","","","","","","","2002","10","07","2002-10-07","","","HumanObservation","present","","","","true","true"
"bb45d58e-fccf-4c81-a388-df5751bd51b6","B51527","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","","","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr346","South Australian Museum Australia provider for OZCAM","in22","South Australian Museum","co127","South Australian Museum Ornithology Collection","CC-BY","SAMA","Ornithology","","-29.0","139.2","","-29.0","139.2","","","Australia","South Australia","Unincorporated SA","","Simpson Strzelecki Dunefields","","","","","","White, S","1863","10","","","","","PreservedSpecimen","present","Female","","","true","true"
"ba004a45-710e-4651-9224-09ba54642083","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Conargo","","","","-35.25","145.25","","","Australia","New South Wales","Conargo (A)","","Riverina","","","","","","23000","1994","10","","1994-10-01","","","HumanObservation","present","","","","true","true"
"b8910aa9-534a-432e-a9bf-7a3cfcf0f902","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of National Parks, Sport and Racing","","Astrebla Downs National Park","-24.17528805","140.54413995","","-24.17528805","140.54413995","","60.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","2009","10","05","2009-10-05","","","","present","","","","true","true"
"b1c5320e-fada-4f16-b846-3f6085871a9b","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Wilcannia","","","","-31.583334","143.41667","","","Australia","New South Wales","Central Darling (A)","","Darling Riverine Plains","","","","","","22888","1932","10","","1932-10-20","","","HumanObservation","present","","","","true","true"
"b14f6a10-c0f3-4a60-9d6c-e6a370c159fc","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","letter-winged kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1132","WildNet - Queensland Wildlife Data","","","","","CC-BY","Department of Environment and Heritage Protection","","Backwards Ck Sth, Astrebla Downs National Park","-24.2377596","140.62291606","","-24.2377596","140.62291606","","999.0","Australia","Queensland","Diamantina (S)","","Mitchell Grass Downs","","","","","","","1998","10","18","1998-10-18","","","","present","","","","true","true"
"adfed638-f839-43d9-b653-88f9346a0402","","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","LETTER-WINGED KITE","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr1089","New South Wales Bird Atlassers","","","","","CC-BY","","","Kars","","","","-32.25","142.08333","","","Australia","New South Wales","Unincorporated NSW","","Broken Hill Complex","","","","","","22888","1932","10","","1932-10-20","","","HumanObservation","present","","","","true","true"
"ac26694d-931f-4073-87e7-d6cd4f55e2d7","ABBBS1622985","urn:lsid:biodiversity.org.au:afd.taxon:4f3a5260-4f39-4393-a644-4d05b1c45f9b","Elanus scriptus","Letter-winged Kite","Elanus scriptus","species","Letter-winged Kite","Animalia","Chordata","Aves","Falconiformes","Accipitridae","Elanus","Elanus scriptus","","dr368","OEH Atlas of NSW Wildlife","","","","","CC-BY 4.0 (Int)","NSW Office of Environment and Heritage","BioNet Atlas of NSW Wildlife","locality withheld","-23.99850779","139.001205003","GDA94","-23.99850779","139.001205","","100.0","Australia","Queensland","Diamantina (S)","","Channel Country","100.0","100.0","","","","OPJG02021500","1991","10","04","1991-10-04","","HumanObservation","HumanObservation","present","Unknown","","","true","true"
